
Thu Jan  1 00:00:01 1970

Flight Log #28
ROVER: 'Rover Observation Vehicle for Enclosed Regions'
Flight Log - Format Version '0.6'
LEGEND:[rover_t, rover_status, [rover_orient_est], [rover_orient_des],[rover_rates_des],[rover_accs_est], [rover_ex_gyro], rover_ex_gyro_temp, [rover_ex_acc], [rover_int_acc], [rover_ex_mag], [rover_int_mag], [rover_thrusts_des]
DATA[5240, 0, [0.029802,-0.067020,1.237927],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[-0.700001,-1.131987,2.099257], [0.022143, -0.038920, 0.013139], 12, [0.431493, -0.274586, -0.039227], [-0.481932, -0.569439, 9.809128], [-47.000000, -129.000000, -45.000000], [43.080399, -137.082199, -684.203979],[0.008396,0.015983,-0.008396,-0.015983]]
DATA[5300, 0, [0.031851,-0.062001,1.137119],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[-0.507054,-0.630223,-0.163969], [0.028690, -0.050566, -0.246364], 12, [0.039227, -0.058840, -10.238143], [-0.420437, -0.522706, 9.809903], [-53.000000, -110.000000, -41.000000], [49.934101, -112.067200, -682.161621],[0.007020,0.015301,-0.007020,-0.015301]]
DATA[5370, 0, [0.032910,-0.056617,1.004637],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[-0.096427,-0.348956,-4.008881], [0.026248, -0.020967, -0.861121], 12, [-0.098067, -0.196133, -10.238143], [-0.402683, -0.417123, 9.874447], [-81.000000, -85.000000, -47.000000], [69.516098, -94.056396, -682.161621],[0.005913,0.014469,-0.005913,-0.014469]]
DATA[5430, 0, [0.033712,-0.048456,0.808559],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[-0.067625,-0.023345,-2.448963], [0.048221, -0.025700, -0.795057], 12, [-0.156906, -0.058840, -9.943943], [-0.370215, -0.289317, 9.788185], [-95.000000, -64.000000, -42.000000], [76.369797, -71.042603, -672.970825],[0.004340,0.013105,-0.004340,-0.013105]]
DATA[5490, 0, [0.033486,-0.039745,0.569353],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[0.072990,0.232415,-3.398038], [0.075199, -0.002906, -1.134663], 12, [0.039227, -0.254973, -0.117680], [-0.295675, -0.281309, 9.753198], [-108.000000, -13.000000, -44.000000], [90.077202, -45.027000, -687.267578],[0.003014,0.011772,-0.003014,-0.011772]]
DATA[5560, 0, [0.035171,-0.032253,0.313325],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[0.527999,-0.195071,-2.299701], [0.029281, 0.073051, -1.192215], 12, [0.137293, 0.392266, -0.058840], [-0.277066, -0.151224, 9.812151], [-123.000000, 17.000000, -45.000000], [105.742798, -20.011999, -682.161621],[0.001233,0.010378,-0.001233,-0.010378]]
DATA[5630, 0, [0.035405,-0.022694,-0.030444],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[-0.318365,-0.299617,2.468838], [0.003874, -0.019902, -0.463466], 12, [-0.019613, 0.372653, -0.019613], [-0.376403, 0.014088, 9.774399], [-123.000000, 63.000000, -44.000000], [98.889099, 19.011400, -672.970825],[-0.000287,0.008928,0.000287,-0.008928]]
DATA[5690, 0, [0.030952,-0.016100,-0.383763],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[-0.515430,0.391598,-2.700349], [0.071565, -0.078424, -0.897266], 12, [-0.098067, -0.078453, -9.943943], [-0.289605, -0.054099, 9.760509], [-103.000000, 117.000000, -34.000000], [84.202599, 54.032398, -700.543213],[-0.001126,0.006922,0.001126,-0.006922]]
DATA[5760, 0, [0.031504,-0.008431,-0.798727],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[0.667948,0.104228,-3.667588], [0.053179, 0.070910, -1.152949], 12, [0.451106, -0.156906, -0.137293], [-0.287228, 0.111410, 9.735078], [-85.000000, -84.000000, -33.000000], [73.432503, 104.062401, -702.585571],[-0.002578,0.005613,0.002578,-0.005613]]
DATA[5820, 0, [0.033036,-0.000583,-1.021294],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[0.121501,-0.144493,3.699315], [0.023156, 0.024538, -0.263734], 12, [0.098067, -0.098067, -0.019613], [-0.305039, 0.101645, 9.747952], [-56.000000, -36.000000, -32.000000], [47.975899, 145.087006, -701.564392],[-0.004190,0.004400,0.004190,-0.004400]]
